,pk_time,pk_mag,a1,a2,std_time,std_mag,std_a1,std_a2,chi_2,filter,name,dof,redshift
51,59313.07227548685,21.81665296437109,0.19207251708994233,0.3018207406562819,0.0,0.09639930518593688,0.04231356694197732,0.01154326489678718,140.58528837426627,z,2021hms ,12.0,0.5193
52,59343.09473404081,21.87658631247494,1.653996306198046,-0.3191729266704164,1.5256728706005165,0.06089752562927731,0.027654600399382813,0.00786865425846162,13.32179686686932,z,2021lnk ,12.0,0.2343
53,59345.16086586086,20.93695559360197,-6.968249811175259,0.15903171724425394,0.2043064740336097,0.014685422738564059,0.571174760469443,0.04108561899462751,14.22395963619887,g,2021lnk ,12.0,0.2343
54,59347.07017224969,20.959540538577716,-2.3841016310104712,0.3965804335185156,0.2649509713728124,0.013449030226115394,0.12286549233115913,0.020414543988481897,17.49962234485721,r,2021lnk ,8.0,0.2343
55,59341.40634,19.615578888930187,0.5898797318937682,0.3255020986392042,0.0,0.01507018561514916,0.08816810488486562,0.01709699101833644,70.4952936496516,r,2020abbl  ,6.0,0.0258
56,59334.322572617515,21.599314537125846,0.5626690800652849,0.14096492420615486,2.5367073124404915,0.08376043363225222,0.03745800242403672,0.010320554890959902,79.19089655334624,z,2021jgn ,11.0,0.4452
57,59336.75277888297,22.848402353103943,-7.003388421162858,0.04158857876554138,5.952797284992806,0.37187517836508993,1.4622504227203437,0.06615022790871196,1.6994966752337712,g,2021jgn ,3.0,0.4452
58,59330.61189312642,21.998440714476914,-5.100981732382527,0.5142176704887356,1.166795051420849,0.08444820099492323,0.21427015963345508,0.02945639210078411,84.45788129304208,r,2021jgn ,4.0,0.4452
59,59340.248278735155,21.320085376116428,0.5163551749327226,0.1672822227363049,1.079576190073813,0.04106045722819904,0.03813607583483277,0.010497000533799782,133.12879607612243,z,missing22,21.0,0.4567
60,59338.00693994474,21.77791965033582,1.2636729666795667,-0.15432178961774023,1.5165084404746725,0.07508973146810964,0.030463249998719213,0.008572756736221095,10.422598840611315,z,2021jif ,8.0,0.3099
61,59345.727343065366,23.061518097242086,-3.3923747297111584,0.41123519344965737,2.487638901680442,0.1516580138699054,0.15217546830433043,0.023099801375778856,6.230811764875659,r,2021jif ,4.0,0.3099
62,59295.793444653216,22.563788927772514,-4.174197800652768,0.4279570984881014,1.9833917912011325,0.05978192614051216,0.18262305149403676,0.0263677869368282,22.650476066184783,r,2021hml ,8.0,0.3854
63,59302.99680065426,22.316755644213817,0.87507262126568,0.009717757484022989,1.466017717369,0.07784123793466387,0.034054300745647414,0.009470769651372342,43.976750027980145,z,2021hml ,7.0,0.3854
64,59304.280604903746,23.470369861876318,-6.671576117269332,0.0768933863311767,1.89415567461283,0.1564347072583157,1.2127939651555224,0.057543288699158694,1.404897618449416,g,2021hml ,3.0,0.3854
65,59357.909436812166,21.6203413032072,-7.262768245530858,0.513852684243827,1.4351875616604344,0.03250869399635919,0.41095700928637996,0.04811755216081614,28.565388952074663,r,missing11 ,10.0,0.7051
66,59345.973736812164,21.894105967877508,-0.7902436964022986,0.7069458669226755,0.0,0.08227443917252793,0.057929180590801196,0.0154369551209816,6.286210486753693,z,missing11 ,3.0,0.7051
67,59335.056863327394,19.393928625167547,-3.876626035469782,0.4197778103911995,0.3099482317079474,0.010781037483995488,0.16813726743692337,0.025079973366601036,12.370617643923028,r,2021iak ,6.0,0.3584
68,59304.62763520298,22.988362395855503,-1.7743020557331661,0.3764332344168603,1.1487391011681654,0.07865325438993062,0.11434981270588226,0.019117976922807898,8.753594268247632,r,2021jhy ,10.0,0.1794
69,59303.28949610147,21.483531278129504,1.938788483784765,-0.4389162238110445,0.5171096197523084,0.035647853975846994,0.026102560064236103,0.0074800564411003,132.29093608071614,z,2021jhy ,10.0,0.1794
70,59303.76008489416,23.41933972658421,-5.677955906211394,0.19610560126748908,1.4567838959091324,0.13459918919159808,0.6468562132321468,0.037394345509102506,1.512853648968471,g,2021jhy ,4.0,0.1794
71,59281.59734,21.652409207302355,-4.721660006400428,0.08246925544826945,0.0,0.059870307839616055,0.5358710104594685,0.05554278308283202,20.741464040764065,g,2021hne ,19.0,0.3712
72,59291.19574,21.831444158743203,-4.020945809787256,0.4375602862507634,0.0,0.04326574973388739,0.1722586247468098,0.02567376716026986,2683.297826732275,r,2021hne ,15.0,0.3712
73,59274.334972956465,21.74129886150821,0.9447499239453859,-0.020941998515837088,0.00041361834653035783,0.0842376538184832,0.03332473866175731,0.009286142324283674,35.03649293681903,z,2021hne ,12.0,0.3712
74,59344.655640000004,21.615005148260064,1.1263592422092485,-0.09670614123603248,0.0,0.06180569120035166,0.03163397904873985,0.008863285172027259,67.22619715163889,z,2021jgm ,14.0,0.3362
75,59342.45904120778,23.43124060998163,-3.705078396053195,0.4177319885058204,2.873814720796468,0.13359963222783128,0.1624787707341149,0.02416069130770055,4.309580707512255,r,2021jgm ,4.0,0.3362
76,59296.556916854686,21.266997708833145,1.5087073728013785,-0.2583234167271686,1.208660850373885,0.030728704053593577,0.028568040624239763,0.008103267559115335,6.517138375833529,z,2021hnp ,10.0,0.26215
77,59293.90583722729,21.311210437875964,-2.7488554656399633,0.3947821700983353,0.9377889670121556,0.031692749396162706,0.13192704899374966,0.021369261625054262,22.10444756396845,r,2021hnp ,12.0,0.26215
78,59287.721866854685,22.115590983997112,-4.892005303580693,0.1455532419149701,0.0,0.0676139917351516,0.6164880391637505,0.04368313199200001,22.27124719651359,g,2021hnp ,10.0,0.26215
79,59356.863536893805,20.82161073811612,2.123092646482088,-0.5167642737650722,0.6090058925438157,0.033797706838098684,0.025314257756499495,0.0072827271125818615,6.976894795015755,z,2021mig ,3.0,0.1438
80,59358.611074927925,20.27594816297231,-5.287020668857691,0.2196875623070286,0.1355423028891568,0.016679631205965714,0.5608337207751077,0.0351870327823905,8.958964292179743,g,2021mig ,4.0,0.1438
81,59360.13208565165,20.267838462237872,-1.319042692900003,0.36390549325453053,0.17065358801224975,0.012466913236487435,0.10744467703053841,0.018370482474549744,12.57976249123313,r,2021mig ,3.0,0.1438
