name,redshift,g_pk_time,r_pk_time,z_pk_time,g_a1,r_a1,z_a1,g_a2,r_a2,z_a2,g_std_time,r_std_time,z_std_time,g_std_mag,r_std_mag,z_std_mag,g_std_a1,r_std_a1,z_std_a1,g_std_a2,r_std_a2,z_std_a2,g_pk_mag,r_pk_mag,z_pk_mag
2021hml ,0.3854,59304.280604903746,59295.793444653216,59302.99680065426,-6.671576117269332,-4.174197800652768,0.87507262126568,0.0768933863311767,0.4279570984881014,0.0097177574840229,1.89415567461283,1.9833917912011323,1.466017717369,0.1564347072583157,0.0597819261405121,0.0778412379346638,1.2127939651555224,0.1826230514940367,0.0340543007456474,0.0575432886991586,0.0263677869368282,0.0094707696513723,-18.118929170557188,-19.025510104660995,-19.27254338821969
2021hmm ,0.1998,59301.42880217444,59304.71142717342,59299.89087739136,-6.957819226633628,-1.9428537910106531,1.8330850833892964,0.1762656655924224,0.3807000893069115,-0.3944087165725913,0.3445245791313141,0.3385403212282153,1.8133198851498165,0.0292611601393128,0.0224418494320476,0.0677641714196583,0.6076865446650364,0.1156052617556573,0.0266290962380801,0.0386630482223122,0.0195509533959499,0.0076125040205055,-18.019676514656776,-18.415390951690238,-17.759609764759652
2021hmn  ,0.6908,59285.73589381108,59297.57149381107,59306.46002673674,-6.653081708093883,-5.76501870471787,-0.7118867910540569,-0.097080454637064,0.4892987421525826,0.6761441947547872,15.828119086175114,1.0239695098620063,2.461697410858182,0.954675123091597,0.0315754156022706,0.0988010629194445,2.1859410825769303,0.3589504592338159,0.0565465301822616,0.1143921870659959,0.0467728781226603,0.0150950101902925,-20.506502857875937,-21.137809446209534,-20.620255758362088
2021hmo ,0.087,59344.33710796737,59356.24918968641,59348.64018968641,-4.833739174209086,-0.5036372217977305,2.4198301576665626,0.2504896608964301,0.3541564081369266,-0.6401319532753532,1.7676568980602214,0.0,1.364466776555609,0.1394982450850801,0.0557830088826483,0.0636648745468632,0.521125614151854,0.0999362403675902,0.0244139577941198,0.0331292888443227,0.0175796867508871,0.0070588132340455,-15.19292761669223,-15.740291479665675,-16.401373584552275
2021hmp ,0.1779,59283.46767,59275.22237,59281.49970079211,-4.919541331030351,-1.4473150279260405,1.9520813429044777,0.1879535214839006,0.3433948682295928,-0.4431357379946655,0.0,0.0,2.3564889592894063,0.0441517829504795,0.023157387279457,0.0915826569542537,0.3445187128833708,0.1069287170720229,0.026045927117888,0.0371611640629928,0.0186618044352119,0.0074688645114954,-18.83762782539742,-19.727574505467015,-18.47939589753071
2021hmq,0.129,59295.669364994596,59297.366431815935,59297.23125628605,-5.879017648282249,-0.6076646765999307,2.2106347470365995,0.2325613926104656,0.3767894324796322,-0.5504341047663872,0.4057624026812311,0.2830133390569985,0.6352733068398407,0.010655642866851,0.0081909087271704,0.0212361335882665,0.3352920407175009,0.0905524184293409,0.0249429807716847,0.0345014245584532,0.0179324866481353,0.0072089449892218,-18.91633045507874,-18.928046429377304,-18.27837681296874
2021hmr  ,0.5187,59272.20444904431,59280.10411,59275.24546799071,-9.48473610161698,-4.8213608547169144,0.2015915961407895,0.0088348616499669,0.4578889830073885,0.2972858014736031,3.742613204824468,3.202649893432173,8.422116977886825,0.5159664455347781,0.1997103292510836,0.2595121212235933,1.5684753917741083,0.2064052787147645,0.0420873772338248,0.0783443197208785,0.0338017134197781,0.0115130074730505,-21.93751278891209,-21.556155074409553,-21.474604482124924
2021hms ,0.5193,59302.52726615227,59302.43717548685,59313.07227548685,-4.248491069167078,-4.367731041382417,0.1920725170899423,-0.0008605078621546,0.4400719272306414,0.3018207406562819,1.3447394072821246,0.7315209392147971,0.0,0.0904521057164902,0.0387481063804732,0.0963993051859368,1.503810254536013,0.2407616294656888,0.0423135669419773,0.0784174853516826,0.0338414798317246,0.0115432648967871,-19.11533774170523,-20.05827577161461,-20.543328867946588
2021hmv ,0.2222,59283.5526,59292.108,59300.6634,-5.704296035315962,-2.342377507521766,1.7176668524096368,0.170797872485145,0.3871774514575722,-0.3456363418006883,0.0,0.0,0.0,0.0616279392916803,0.0229672522096146,0.0604104074727494,0.566722207856208,0.119796714051004,0.0272695124385711,0.0403216941034378,0.0201509312476914,0.0077740414235423,-18.54698602527595,-18.575725606295105,-18.14985377482486
2021hmw ,0.3784,59300.406709822935,59301.01624861867,,-4.071796681663938,-4.006698595957307,,0.0693758757627095,0.4241160492108418,,1.4087245175634595,0.5583948990438463,,0.0644911975017831,0.027319014280792,,0.9840139497362256,0.1774658573094512,,0.0565579786935405,0.0260089760071295,,-18.997269233529394,-19.647720176070052,
2021hmx ,0.4765,59332.847378065104,59334.318633342904,59322.5118780651,-0.7135395566324216,-4.666407495402967,0.4079704157909053,0.0410811172702689,0.4785728446520965,0.2112229224977433,0.7277528883390808,0.5502351862777823,0.0,0.0581697177092477,0.0322437997326365,0.0242928770794129,0.9304038348805448,0.2253942620039464,0.0393012994611744,0.0706687258585589,0.0311723246246702,0.0108084112703322,-19.487520606893376,-20.1186516477322,-20.606717243238847
