name,redshift,g_pk_time,r_pk_time,z_pk_time,g_a1,r_a1,z_a1,g_a2,r_a2,z_a2,g_std_time,r_std_time,z_std_time,g_std_mag,r_std_mag,z_std_mag,g_std_a1,r_std_a1,z_std_a1,g_std_a2,r_std_a2,z_std_a2,g_pk_mag,r_pk_mag,z_pk_mag
2020abbl  ,0.0258,,59341.40634,,,0.5898797318937682,,,0.3255020986392042,,,0.0,,,0.0150701856151491,,,0.0881681048848656,,,0.0170969910183364,,,-15.643735579431961,
2020acdl  ,0.047,59300.32762294727,59298.919757404125,59298.7392101825,3.2968041230289895,0.6329545544553209,2.6252436661440157,0.2600605899225139,0.3258837100684743,-0.7273030858348842,0.2479908084979203,0.2422096056807833,0.5124493247538766,0.0112661865525618,0.0096330223502592,0.0207407046395758,0.1598071599736613,0.0831681788511031,0.0239747953988209,0.0304436545872921,0.0169719085887921,0.0069635322175339,-16.099351598960453,-16.20437062615149,-15.683829154489164
2021bxc ,0.399,59336.3156430224,59346.1086430224,,-6.434638545462811,-4.3588312394836395,,0.0648215340073031,0.4368159331311379,,2.9338948331728245,0.0,,0.1606897778406052,0.0704240871930461,,1.159639724348737,0.1898276054626968,,0.0593714713295598,0.0270256359326334,,-19.718518571320555,-19.465282606142804,
2021dnl ,0.3167,59282.1327,59272.9158,59272.9158,-4.668672915403173,-0.5585941041871932,1.2865993887765217,0.0855467267261743,0.2200552102022192,-0.1423917573430227,0.0,0.0,0.0,0.0271911158041305,0.0186418198988078,0.006312507571987,0.211028956284512,0.0996545885368801,0.0289197409103474,0.0479067170164916,0.0211905113214597,0.0081559107250763,-23.51673103032436,-23.630645507379423,-22.806056903806056
2021fcp ,0.0877,,59336.861457949046,,,-0.5171747580889958,,,0.352003397634344,,,0.2586811940391947,,,0.0186923782477229,,,0.0995069539235865,,,0.0175678145902294,,,-17.836870894916586,
2021ftc,0.1217,59292.03970868545,59293.49902771948,59286.006425119165,-5.141261993240438,-0.4559144165971132,2.2490475005747284,0.2216665968536319,0.3679269157755865,-0.566387200889199,0.6262109616062104,0.4735546337172998,0.651053936024745,0.0315592843002627,0.0138884934218288,0.0287826050351096,0.2077921652181808,0.0774524504298004,0.024800776481615,0.0340777569391317,0.0175483258052539,0.0071735060623923,-19.197141550340913,-19.152991403224174,-18.57073077069965
2021fxl ,0.0581,59297.29944440009,59303.671385044225,59303.39100430794,0.4596124449750207,1.3905153155219352,2.6017754842669794,0.2609106513680784,0.2890293220231127,-0.7025672276296951,0.5701181489164319,0.1342768774745008,0.2100418422928177,0.0143645556719697,0.0102278241913867,0.01366124341196,0.241343535695103,0.0802282118976355,0.023924046175514,0.0318367725262509,0.0169559292634744,0.0069748722275587,-16.32320222840942,-16.86097360712194,-16.889443378993725
2021gij  ,0.1866,59296.53900419762,59295.53800496996,59298.72680810102,-6.118977241441932,0.2001674748506426,1.964196326597276,0.041158516918584,0.2902429676028846,-0.4250374077349134,0.2194102367470497,0.3288645704378104,0.0004809233072799,0.0053660710181455,0.005493963563,0.0117828704738493,0.2088747707807434,0.0752832569179516,0.0258598354309138,0.0367194516096054,0.0182961285088848,0.0075088186381147,-19.986129069904326,-20.050495126681376,-19.293453018730858
2021gvr ,0.1064,59284.274280000005,59277.98609622343,59282.882421856615,-5.239196155570985,-0.4589608310056486,2.330022625119007,0.2364362738563276,0.3223435341799008,-0.6003091751277839,0.0,0.0002993280888432,0.8403423099559633,0.025628727921895,0.0159862910928537,0.0318309458708827,0.2196417730915264,0.087498602301856,0.0245971905446811,0.0335153832395182,0.0170741725164968,0.0071139410819785,-18.71836742746573,-19.093745613623934,-18.184346779384725
2021gwm ,0.1571,59297.39734123513,59298.691462564144,59296.29973199565,-6.1667886178216955,-1.0796187040926752,2.075003514631086,0.2246075581171705,0.370328287310728,-0.4887606082953182,0.2273839808221176,0.1635605238853426,0.7536663216534987,0.0064729654725941,0.0057129878691936,0.0190843167694989,0.2634945762693408,0.0855654889504203,0.0253707171875158,0.0354609674311149,0.0181833836209312,0.0073431827483563,-19.214496003161727,-19.157776506520165,-18.446891626223582
2021hab ,0.151,59298.6663773574,59299.00508735715,59295.63341239174,-5.109820174291079,-1.416391766008234,2.082396145326266,0.2232846270003042,0.3626406884463714,-0.5012319484435791,0.2718026783815394,0.2279293174633089,1.6934720710191753,0.0115615636165044,0.0092946734246213,0.0409739023918679,0.3524943776461089,0.0992516559687301,0.0254244588704519,0.0354793231725854,0.0183772103895267,0.0073185405699156,-18.809637367423687,-18.82966232638748,-17.941877138678834
2021hmg ,0.3363,,59350.74276714588,59355.16591801369,,-3.695154695659388,1.1246802820693067,,0.4187418275379234,-0.0968498753254547,,1.8724926012627197,1.405197810036581,,0.0975748963734863,0.0624534123558937,,0.1624225099679234,0.0316407968101413,,0.0241595723944212,0.0088647048270539,,-18.17886460401902,-19.172281017823806
2021hmi  ,0.22975,59301.85621388969,59304.11782017784,59303.94944888441,-3.3129931254381524,-1.7647471980208762,1.6764104667680766,0.1811156140954036,0.3770182921534108,-0.328978204223572,0.2760664798762552,0.2083878887723838,0.6452599239370554,0.0222454249351487,0.0145944245690168,0.0376776930248137,0.4311076708513516,0.1133156617595235,0.0274932899311933,0.0405327419240732,0.0202399660093529,0.0078318414717644,-19.12259446224683,-19.223086835823473,-18.81645494019876
2021hmj ,0.1384,,59346.22273048156,59338.25393048156,,-1.1515700366091763,2.1497229530704245,,0.3676616139509426,-0.5284264718525499,,0.0,0.918829679225276,,0.0878854947794909,0.047648665355756,,0.1063252758544062,0.0252035242689482,,0.0183043584675541,0.0072568114091891,,-16.41201659145343,-17.701264124318065
